Ward No,Ward Name,District Name,LSG Qid,Name in English,Name in Malyalam,LSG localbody code,Position,Party,Reservation
12,Poozhikunnu,Thiruvananthapuram ,Q13113207,Parasala Block Panchayat,പാറശാല ബ്ലോക്ക് പഞ്ചായത്ത്,B011100,Member,INC,General
13,Arumanoor,Thiruvananthapuram ,Q13113207,Parasala Block Panchayat,പാറശാല ബ്ലോക്ക് പഞ്ചായത്ത്,B011100,Member,CPI(M),Woman
14,Poovar,Thiruvananthapuram ,Q13113207,Parasala Block Panchayat,പാറശാല ബ്ലോക്ക് പഞ്ചായത്ത്,B011100,Vice President,INDEPENDENT,General
1,Prayar,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,President,CPI(M),General
2,Clappana,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Vice President,CPI,Woman
3,Oachira,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Member,INC,General
4,Changankulangara,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Member,INC,General
5,Thazhava,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Member,INC,General
6,Pavumba,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Member,CPI(M),Woman
7,Thodiyoor,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Member,CPI(M),Woman
8,Kallelibhagam,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Member,CPI(M),SC
9,Edakkulangara,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Member,CPI,Woman
10,Puthantheruvu,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Member,INC,Woman
11,Adinadu,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Member,CPI(M),Woman
12,Sakthikulangara,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Member,CPI(M),Woman
13,Alappadu,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Member,CPI,General
14,Azheekkal,Kollam ,Q13110843,Ochira Block Panchayat,ഓച്ചിറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020100,Member,INC,General
1,Anayady,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,President,CPI,Woman
2,Malanada,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Vice President,CPI(M),General
3,Poruvazhy,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Member,CPI(M),General
4,Iverkala,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Member,CPI(M),General
5,Kunnathoor,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Member,INC,General
6,Bharanicavu,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Member,INC,Woman
7,Sasthamcotta,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Member,INC,SC Woman
8,Kadapuzha,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Member,CPI(M),Woman
9,Venga,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Member,CPI,Woman
10,Kadappa,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Member,INC,General
11,Mynagappally,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Member,CPI(M),Woman
12,Patharam,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Member,RSP,SC
13,Sooranadu South,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Member,CPI(M),General
14,Sooranadu North,Kollam ,Q16134471,Sasthamkotta Block Panchayat,ശാസ്താംകോട്ട ബ്ലോക്ക് പഞ്ചായത്ത്,B020200,Member,INC,Woman
1,Puthoor,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,CPI(M),General
2,Vendar,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,CPI(M),Woman
3,Kulakkada,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,CPI(M),Woman
4,Kalayapuram,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,CPI,Woman
5,Kottathala,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,CPI,General
6,Mylom,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,INC,General
7,Kizhakketheruvu,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,INC,Woman
8,Melila,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,CPI(M),Woman
9,Chakkuvarackal,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,CPI(M),General
10,Chirattakonam,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,INC,Woman
11,Vettikavala,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,CPI(M),SC Woman
12,Valakam,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,CPI(M),General
13,Ummannoor,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,CPI,General
14,Pavithreswaram,Kollam ,Q16137681,Vettikkkavala Block Panchayat,വെട്ടിക്കവല ബ്ലോക്ക് പഞ്ചായത്ത്,B020300,Member,CPI,SC
1,Pattazhy Vadakkekara,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,CPI(M),General
2,Kundayam,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,CPI(M),Woman
3,Pathanapuram,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,KC(B),General
4,Mancode,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,CPI(M),General
5,Punnala,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,CPI(M),General
6,Piravanthoor,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,KC(M),SC Woman
7,Kamukumcheri,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,CPI,Woman
8,Elampal,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,CPI(M),Woman
9,Kunnicode,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,CPI(M),Woman
10,Thalavoor,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,CPI(M),Woman
11,Nadutheri,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,INC,SC
12,Pidavoor,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,INC,Woman
13,Pattazhy,Kollam ,Q13113070,Pathanapuram Block Panchayat,പത്തനാപുരം ബ്ലോക്ക് പഞ്ചായത്ത്,B020400,Member,CPI,General
1,Edamon,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,CPI,Woman
2,Aryankavu,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,CPI(M),Woman
3,Thenmala,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,CPI(M),SC Woman
4,Kulathupuzha,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,CPI(M),General
5,Thinkalkarikkom,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,INC,Woman
6,Alayamon,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,INC,Woman
7,Anchal,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,CPI,Woman
8,Edamulackal,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,CPI,General
9,Arackal,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,CPI(M),General
10,Kuruvikkonam,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,CPI(M),General
11,Mathra,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,CPI,Woman
12,Venchembu,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,CPI(M),Woman
13,Karavaloor,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,President,CPI(M),SC
14,Yeroor,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Member,CPI(M),General
15,Ayiranalloor,Kollam ,Q13109844,Anchal Block Panchayat,അഞ്ചൽ ബ്ലോക്ക് പഞ്ചായത്ത്,B020500,Vice President,CPI,General
1,Thevalappuram,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,President,CPI(M),General
2,Neduvathur,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,Vice President,CPI,Woman
3,Muttara,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,Member,CPI(M),Woman
4,Odanavattom,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,Member,CPI(M),General
5,Veliyam,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,Member,CPI,SC
6,Mylodu,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,Member,CPI(M),General
7,Pooyappally,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,Member,CPI,General
8,Kottara,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,Member,CPI(M),Woman
9,Nedumonkavu,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,Member,CPI(M),Woman
10,Kareepra,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,Member,CPI(M),SC Woman
11,Thrippalazhikam,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,Member,CPI,Woman
12,Ezhukone,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,Member,INC,General
13,Irumpanangadu,Kollam ,Q13111617,Kottarakkara Block Panchayat,കൊട്ടാരക്കര ബ്ലോക്ക് പഞ്ചായത്ത്,B020600,Member,CPI(M),Woman
1,Mundrothuruth,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Member,CPI(M),Woman
2,Kizhakke Kallada,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Member,CPI,General
3,Chittumala,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Member,CPI(M),General
4,Mulavana,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Member,CPI(M),General
5,Perayam,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Member,KC(M),Woman
6,Kundara,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Member,RSP(M),Woman
7,Nanthirikkal,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Member,CPI(M),General
8,Keralapuram,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Vice President,CPI,Woman
9,Perinad,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Member,CPI(M),SC Woman
10,Perumon,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Member,CPI(M),Woman
11,Panayam,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Member,CPI,General
12,Kanjaveli,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Member,CPI(M),Woman
13,Kanjiramkuzhi,Kollam ,Q13111962,Chttumala Block Panchayat,ചിറ്റുമല ബ്ലോക്ക് പഞ്ചായത്ത്,B020700,Member,CPI,SC
1,Vadakkumthala,Kollam ,Q13111901,Chavara Block Panchayat,ചവറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020800,Member,CPI,General
2,Thevalakkara,Kollam ,Q13111901,Chavara Block Panchayat,ചവറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020800,Member,RSP,Woman
3,Arinalloor,Kollam ,Q13111901,Chavara Block Panchayat,ചവറ ബ്ലോക്ക് പഞ്ചായത്ത്,B020800,Member,INC,General
